,speciesType,tissueType,UberonOntologyID,cancerType,cellType,cellName,CellOntologyID,cellMarker,geneSymbol,geneID,proteinName,proteinID,markerResource,PMID,Company
2439,Mouse,Ovary,UBERON_0000992,Normal,Normal cell,Ovarian surface epithelial cell,CL_2000064,Ly6a,Ly6a,110454,LY6A,P05533,Experiment,22914315,
2440,Mouse,Undefined,,Head And Neck Squamous Cell Carcinoma,Cancer cell,Cancer stem cell,,"ALDH1A1, CD31, CD44, EGFR, Ki67","Aldh1a1, Pecam1, Cd44, Egfr, Mki67","11668, 18613, 12505, 13649, 17345","AL1A1, PECA1, CD44, EGFR, KI67","P24549, Q08481, P15379, Q01279, E9PVX6",Experiment,22773573,
2441,Mouse,Stomach,UBERON_0000945,Normal,Normal cell,Stomach stem cell,CL_0000034,Dclk1,Dclk1,13175,DCLK1,Q9JLM8,Experiment,20074165,
2442,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Type I pneumocyte,CL_0002062,OTS-8,Pdpn,14726,PDPN,Q62011,Experiment,26702074,
2443,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Clara cell,CL_0000158,SP-B,Sftpb,20388,PSPB,P50405,Experiment,26702074,
2444,Mouse,Intestine,UBERON_0000160,Normal,Normal cell,Goblet cell,CL_0000160,Keratin polypeptide 20,Krt20,68809,K1C20,Q9D312,Experiment,16608857,
2445,Mouse,Undefined,,Normal,Normal cell,Regulatory T (Treg) cell,CL_0000815,Nrp1,Nrp1,18186,NRP1,P97333,Experiment,14991591,
2446,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Type I pneumocyte,CL_0002062,P2X7,P2rx7,18439,P2RX7,Q9Z1M0,Experiment,15184050,
2447,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Type II pneumocyte,CL_0002063,Gabrp,Gabrp,216643,GBRP,Q8QZW7,Experiment,15184050,
2448,Mouse,Undefined,,Normal,Normal cell,Neural stem cell,CL_0000047,Sox2,Sox2,20674,SOX2,P48432,Experiment,15711057,
2449,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Neural stem cell,CL_0000047,"Integrin beta-1, Notch 1, Syndecan-1","Itgb1, Notch1, Sdc1","16412, 18128, 20969","ITB1, NOTC1, SDC1","P09055, Q01705, P18828",Experiment,15795928,
2450,Mouse,Testis,UBERON_0000473,Normal,Normal cell,Stem leydig cell,CL_0000178,CD51,Itgav,16410,ITAV,P43406,Experiment,25418539,
2451,Mouse,Bone marrow,UBERON_0002371,Normal,Normal cell,Plasma cell,CL_0000786,CD138,Sdc1,20969,SDC1,P18828,Experiment,19716372,
2452,Mouse,Spleen,UBERON_0002106,Normal,Normal cell,Plasma cell,CL_0000786,CD138,Sdc1,20969,SDC1,P18828,Experiment,19716372,
2453,Mouse,Spleen,UBERON_0002106,Normal,Normal cell,Mature naive B cell,CL_0000788,"CD21, CD23, IgM","Cr2, Fcer2a, Cd40lg","12902, 14128, 21947","CR2, FCER2, CD40L","P19070, P20693, P27548",Experiment,19716372,
2454,Mouse,Spleen,UBERON_0002106,Normal,Normal cell,Germinal center B cell,CL_0000844,"Fas, GL7, IgD","Fasn, Prss57, IgD family","14104, 73106, IgD family","FAS, PRS57, IgD family","P19096, Q14B24, IgD family",Experiment,19716372,
2455,Mouse,Peritoneal cavity,UBERON_0001179,Normal,Normal cell,B cell,CL_0000236,"B220, CD5, F4/80, IgM","Ptprc, Cd5, Adgre1, Cd40lg","19264, 12507, 13733, 21947","PTPRC, CD5, AGRE1, CD40L","P06800, P06127, Q61549, P27548",Experiment,19716372,
2456,Mouse,Small intestine,UBERON_0002108,Normal,Normal cell,IgA lamina propria lymphocyte,CL_0000542,"B220, CD138, IgA","Ptprc, Sdc1, Cd79a","19264, 20969, 12518","PTPRC, SDC1, CD79A","P06800, P18828, P11911",Experiment,19716372,
2457,Mouse,Taste bud,UBERON_0001727,Normal,Normal cell,Taste bud cell,CL_0000209,HNK-1,Chst10,98388,CHSTA,Q6PGK7,Experiment,1371155,
2458,Mouse,Thymus,UBERON_0002370,Normal,Normal cell,T cell,CL_0000084,MEL-14,Sell,20343,LYAM1,P18337,Experiment,1909300,
2459,Mouse,Lymph node,UBERON_0000029,Normal,Normal cell,T cell,CL_0000084,MEL-14,Sell,20343,LYAM1,P18337,Experiment,1909300,
2460,Mouse,Spleen,UBERON_0002106,Normal,Normal cell,T cell,CL_0000084,MEL-14,Sell,20343,LYAM1,P18337,Experiment,1909300,
2461,Mouse,Mesenteric lymph node,UBERON_0002509,Normal,Normal cell,T cell,CL_0000084,MEL-14,Sell,20343,LYAM1,P18337,Experiment,1909300,
2462,Mouse,Peyer patch,UBERON_0001211,Normal,Normal cell,T cell,CL_0000084,MEL-14,Sell,20343,LYAM1,P18337,Experiment,1909300,
2463,Mouse,Undefined,,Normal,Normal cell,T cell,CL_0000084,STB1,Gstm1,14862,GSTM1,P10649,Experiment,2105852,
2464,Mouse,Undefined,,Normal,Normal cell,B cell,CL_0000236,STB1,Gstm1,14862,GSTM1,P10649,Experiment,2105852,
2465,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Purkinje cell,CL_0000121,PEP-19,Pcp4,18546,PCP4,P63054,Experiment,2298941,
2466,Mouse,Thymus,UBERON_0002370,Normal,Normal cell,Thymocyte,CL_0000893,QA-2,H2-Q7,15018,HA17,P14429,Experiment,2642507,
2467,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Neuron,CL_0000540,Meg3,Gnpnat1,54342,GNA1,Q9JK38,Experiment,29545511,
2468,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Oligodendrocyte precursor cell,CL_0002453,Pdgfra,Pdgfra,18595,PGFRA,P26618,Experiment,29545511,
2469,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Oligodendrocyte,CL_0000128,Mbp,Mbp,17196,MBP,P04370,Experiment,29545511,
2470,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Macrophage,CL_0000235,Dock2,Dock2,94176,DOCK2,Q8C3J5,Experiment,29545511,
2471,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Microglial cell,CL_0000129,Dock2,Dock2,94176,DOCK2,Q8C3J5,Experiment,29545511,
2472,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Vascular cell,,Col1a2,Col1a2,12843,CO1A2,Q01149,Experiment,29545511,
2473,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Leptomeningeal cell,CL_0000708,Col1a2,Col1a2,12843,CO1A2,Q01149,Experiment,29545511,
2474,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Endothelial cell,CL_0000115,Rgs5,Rgs5,19737,RGS5,O08850,Experiment,29545511,
2475,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Smooth muscle cell,CL_0000192,Rgs5,Rgs5,19737,RGS5,O08850,Experiment,29545511,
2476,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Ependymal cell,CL_0000065,Dnah11,Dnah11,13411,Q9QZH1,Q9QZH1,Experiment,29545511,
2477,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Olfactory ensheathing glia,CL_0000125,Mybpc1,Mybpc1,109272,,,Experiment,29545511,
2478,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Astrocyte,CL_0000127,Aldh1l1,Aldh1l1,107747,AL1L1,Q8R0Y6,Experiment,29545511,
2479,Mouse,Carotid artery,UBERON_0001530,Normal,Normal cell,Glomus cell,CL_0002292,"Kcnk3, Th, Uchl1","Kcnk3, Th, Uchl1","16527, 21823, 22223","KCNK3, TY3H, UCHL1","O35111, P24529, Q9R0P9",Experiment,26940531,
2480,Mouse,Carotid artery,UBERON_0001530,Normal,Normal cell,Olfactory sensory neuron,CL_0000207,"Adcy3,  Cnga2, Gnal, Omp","Adcy3, Cnga2, Gnal, Omp","104111, 12789, 14680, 12845","ADCY3, CNGA2, GNAL, OMP","Q8VHH7, Q62398, Q8CGK7, Q64288",Experiment,26940531,
2481,Mouse,Carotid artery,UBERON_0001530,Normal,Normal cell,Vomeronasal sensory neuron,CL_1001561,"B2m, Calr4, Gnai2, Gnao1, Omp, Trpc2","B2m, Calr4, Gnai2, Gnao1, Omp, Trpc2","12010, 108802, 14678, 14681, 12845, 22064","B2MG, Q3TQS0, GNAI2, GNAO, OMP, TRPC2","P01887, Q3TQS0, P08752, P18872, Q64288, Q9R244",Experiment,26940531,
2482,Mouse,Blood,UBERON_0000178,Pancreatic Cancer (circulating),Cancer cell,Cancer cell,CL_0001064,"CK, EpCAM","CK family, Epcam","CK family, 17075","CK family, EPCAM","CK family, Q99JW5",Experiment,22763454,
2483,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Myofibroblast,CL_0002241,"Acta2, Myh11, Tagln","Acta2, Myh11, Tagln","11475, 17880, 21345","ACTA, MYH11, TAGL","P62737, O08638, P37804",Experiment,29590628,
2484,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Lipofibroblast,,"Adrp, Fabp1, Fabp4, Fabp5, Lipa, Lpl, Pparg","Plin2, Fabp1, Fabp4, Fabp5, Lipa, Lpl, Pparg","11520, 14080, 11770, 16592, 16889, 16956, 19016","PLIN2, FABPL, FABP4, FABP5, LICH, LIPL, PPARG","P43883, P12710, P04117, Q05816, Q9Z0M5, P11152, P37238",Experiment,29590628,
2485,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Mesothelial cell,CL_0000077,"Calb2, Lrrn4, Msln, Upk3b, Wt1","Calb2, Lrrn4, Msln, Upk3b, Wt1","12308, 320974, 56047, 69665, 22431","CALB2, LRRN4, MSLN, UPK3B, WT1","Q08331, P59383, Q61468, Q80YF6, P22561",Experiment,29590628,
2486,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Astrocyte,CL_0000127,Atp1b2,Atp1b2,11932,AT1B2,P14231,Experiment,28373281,
2487,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Neural stem cell,CL_0000047,"CD133, EGFR, Prom1","Prom1, Egfr, Prom1","19126, 13649, 19126","PROM1, EGFR, PROM1","O54990, Q01279, O54990",Experiment,28099854,
2488,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Neural stem cell,CL_0000047,"GLAST, Prominin-1","Slc1a3, Prom1","20512, 19126","EAA1, PROM1","P56564, O54990",Experiment,26235341,
2489,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Neuroblast,CL_0000031,PSA-NCAM,Ncam1,17967,NCAM1,P13595,Experiment,26235341,
2490,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Clara cell,CL_0000158,"Chad, Scgb1a1, Scgb3a2","Chad, Scgb1a1, Scgb3a2","12643, 22287, 117158","CHADL, UTER, SG3A2","E9Q7T7, Q06318, Q920H1",Experiment,25533958,
2491,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Goblet cell,CL_0000160,Muc5ac,Muc5ac,17833,,,Experiment,25533958,
2492,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Type II pneumocyte,CL_0002063,"Etv5, Lamp3, Sftpc, Slc34a2","Etv5, Lamp3, Sftpc, Slc34a2","104156, 239739, 20389, 20531","ETV5, LAMP3, PSPC, NPT2B","Q9CXC9, Q7TST5, P21841, Q9DBP0",Experiment,25533958,
2493,Mouse,Lung,UBERON_0002048,Normal,Normal cell,Neuroendocrine cell,CL_0000165,Calca,Calca,12310,CALCA,Q99JA0,Experiment,25533958,
2494,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Cardiomyocyte,CL_0000746,"Acta1, Actc1, Atp2a2, Myh6, Nppa, Ryr2, Tnnc1, Tpm","Acta1, Actc1, Atp2a2, Myh6, Nppa, Ryr2, Tnnc1, NA","11459, 11464, 11938, 17888, 230899, 20191, 21924, NA","ACTS, ACTC, AT2A2, MYH6, ANF, RYR2, TNNC1, NA","P68134, P68033, O55143, Q02566, P05125, E9Q401, P19123, NA",Experiment,29386203,
2495,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Fibroblast,CL_0000057,"Col1a2, Col3a1, Fbln2, Fstl1, Gsn, Mmp2, Sparc, Vim","Col1a2, Col3a1, Fbln2, Fstl1, Gsn, Mmp2, Sparc, Vim","12843, 12825, 14115, 14314, 227753, 17390, 20692, 22352","CO1A2, CO3A1, FBLN2, FSTL1, GELS, MMP2, SPRC, VIME","Q01149, P08121, P37889, Q62356, P13020, Q8K3F2, P07214, P20152",Experiment,29386203,
2496,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Endothelial cell,CL_0000115,"Ednrb, Egfl7, Emcn, Epas1, Fabp4, Flt1, Pecam1, Tie-1","Ednrb, Egfl7, Emcn, Epas1, Fabp4, Flt1, Pecam1, Tie1","13618, 353156, 59308, 13819, 11770, 14254, 18613, 21846","EDNRB, EGFL7, MUCEN, EPAS1, FABP4, VGFR1, PECA1, TIE1","P48302, Q9QXT5, Q9R0H2, P97481, P04117, P35969, Q08481, Q06806",Experiment,29386203,
2497,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Macrophage,CL_0000235,"CD163, CD68, CD74, Csfr1, Emr1, Itgam, Lgals3, Lyz1","Cd163, Cd68, Cd74, NA, Adgre1, Itgam, Lgals3, Lyz1","93671, 12514, 16149, NA, 13733, 16409, 16854, 17110","C163A, CD68, HG2A, NA, AGRE1, ITAM, LEG3, LYZ1","Q2VLH6, P31996, P04441, NA, Q61549, P05555, P16110, P17897",Experiment,29386203,
2498,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,18451536,
2499,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,17210262,
2500,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,8568918,
2501,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,7529590,
2502,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,7530466,
2503,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,8361632,
2504,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Astrocyte,CL_0000127,GFAP,Gfap,14580,GFAP,P03995,Experiment,1700431,
2505,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Cardiomyocyte,CL_0002495,cTnT,Tnnt2,21956,TNNT2,P50752,Experiment,21139340,
2506,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endocrine cell,CL_0000163,"Glucagon, Somatostatin","Gcg, Sst","14526, 20604","GLUC, SMS","P55095, P60041",Experiment,22034992,
2507,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endocrine cell,CL_0000163,"Insulin-1, Insulin-2, Ngn3","Ins1, Ins2, Neurog3","16333, 16334, 11925","INS1, INS2, NGN3","P01325, P01326, P70661",Experiment,16698177,
2508,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endocrine cell,CL_0000163,"Ngn3, Pancreatic polypeptide","Neurog3, Ppy","11925, 19064","NGN3, PAHO","P70661, P10601",Experiment,12490294,
2509,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613,PECA1,Q08481,Experiment,29564758,
2510,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,Egfl7,Egfl7,353156,EGFL7,Q9QXT5,Experiment,24740971,
2511,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,"CD34, Endoglin, Pecam1, Tie-2, VE-cadherin","Cd34, Eng, Pecam1, Tek, Cdh5","12490, 13805, 18613, 21687, 12562","CD34, EGLN, PECA1, TIE2, CADH5","Q64314, Q63961, Q08481, Q02858, P55284",Experiment,16926294,
2512,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,"CD31, FLK1","Pecam1, Kdr","18613, 16542","PECA1, VGFR2","Q08481, P35918",Experiment,16571784,
2513,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,"Pecam1, Tie-1, Tie-2, VE-cadherin","Pecam1, Tie1, Tek, Cdh5","18613, 21846, 21687, 12562","PECA1, TIE1, TIE2, CADH5","Q08481, Q06806, Q02858, P55284",Experiment,16189264,
2514,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613,PECA1,Q08481,Experiment,16005453,
2515,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,"Ecnos, MECA-32","Nos3, Plvap","18127, 84094","NOS3, PLVAP","P70313, Q91VC4",Experiment,12630947,
2516,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613,PECA1,Q08481,Experiment,11807029,
2517,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613,PECA1,Q08481,Experiment,11744703,
2518,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,VE-cadherin,Cdh5,12562,CADH5,P55284,Experiment,8555485,
2519,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial cell,CL_0000115,FLK1,Kdr,16542,VGFR2,P35918,Experiment,8223275,
2520,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Germ cell,CL_0000586,Mvh,Ddx4,13206,DDX4,Q61496,Experiment,27834666,
2521,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Germ cell,CL_0000586,"Hexb, Mcf2, Morc1, Zp3","Hexb, Mcf2, Morc1, Zp3","15212, 109904, 17450, 22788","HEXB, NA, MORC1, ZP3","P20060, NA, Q9WVL5, P10761",Experiment,26740066,
2522,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Germ cell,CL_0000586,SSEA-1,Fut4,14345,FUT4,Q11127,Experiment,16218822,
2523,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Germ cell,CL_0000586,"Oct4, Sycp3","Pou5f1, Sycp3","18999, 20962","PO5F1, SYCP3","P20263, P70281",Experiment,15236325,
2524,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Germ cell,CL_0000586,Vasa,Ddx4,13206,DDX4,Q61496,Experiment,11226261,
2525,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Skin stem cell,CL_0000034,"EGFR, Nestin","Egfr, Nes","13649, 18008","EGFR, NEST","Q01279, Q6P5H2",Experiment,27105606,
2526,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Embryonic stem cell,CL_0002322,"Alkaline phosphatase, Oct4, Sox2, SSEA-1","Alpl, Pou5f1, Sox2, Fut4","11647, 18999, 20674, 14345","PPBT, PO5F1, SOX2, FUT4","P09242, P20263, P48432, Q11127",Experiment,21057976,
2527,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Hematopoietic stem cell,CL_0000037,"CD31, CD34, c-Kit","Pecam1, Cd34, Kit","18613, 12490, 16590","PECA1, CD34, KIT","Q08481, Q64314, P05532",Experiment,20980401,
2528,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Embryonic stem cell,CL_0002322,"Oct4, SSEA-1","Pou5f1, Fut4","18999, 14345","PO5F1, FUT4","P20263, Q11127",Experiment,17980868,
2529,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Embryonic stem cell,CL_0002322,Oct4,Pou5f1,18999,PO5F1,P20263,Experiment,16433621,
2530,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Neural crest cell,CL_0011012,"AP-2, Wnt1, Wnt3a","Tfap2a, Wnt1, Wnt3a","21418, 22408, 22416","AP2A, WNT1, WNT3A","P34056, P04426, P27467",Experiment,10946068,
2531,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Neural crest cell,CL_0011012,Pax3,Pax3,18505,PAX3,P24610,Experiment,9053326,
2532,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Neuron,CL_0000540,"Ctip2, Vglut1","Bcl11b, Slc17a7","58208, 72961","BC11B, VGLU1","Q99PV8, Q3TXX4",Experiment,28507510,
2533,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Neuron,CL_0000540,Math1,Atoh1,11921,ATOH1,P48985,Experiment,10448218,
2534,Mouse,Embryo,UBERON_0000922,Normal,Normal cell,Endothelial progenitor cell,CL_0002546,Peg3,Peg3,18616,PEG3,Q3URU2,Experiment,28090691,
2535,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Cardiomyocyte,CL_0000746,"Actc1, Actn2, Gja1, Hand2, Tnnt2","Actc1, Actn2, Gja1, Hand2, Tnnt2","11464, 11472, 14609, 15111, 21956","ACTC, ACTN2, CXA1, HAND2, TNNT2","P68033, Q9JI91, P23242, Q61039, P50752",Experiment,25834424,
2536,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Cardiomyocyte,CL_0000746,VCAM1,Vcam1,22329,VCAM1,P29533,Experiment,24386094,
2537,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Cardiomyocyte,CL_0000746,Gja1,Gja1,14609,CXA1,P23242,Experiment,19878357,
2538,Mouse,Heart,UBERON_0000948,Normal,Normal cell,Cardiomyocyte,CL_0000746,Alcam,Alcam,11658,CD166,Q61490,Experiment,17409743,
2539,Mouse,Lymph node,UBERON_0000029,Breast Cancer,Cancer cell,Lymphatic endothelial cell,CL_0002138,"Lyve1, Podoplanin, Prox1, Vegfc","Lyve1, Pdpn, Prox1, Vegfc","114332, 14726, 19130, 22341","LYVE1, PDPN, PROX1, VEGFC","Q8BHC0, Q62011, P48437, P97953",Experiment,25744065,
2540,Mouse,Lymph node,UBERON_0000029,Colorectal Cancer,Cancer cell,Lymphatic endothelial cell,CL_0002138,"Lyve1, Vegfc, Vegfd, Vegfr3","Lyve1, Vegfc, Vegfd, Flt4","114332, 22341, 14205, 14257","LYVE1, VEGFC, VEGFD, VGFR3","Q8BHC0, P97953, P97946, P35917",Experiment,22938466,
2541,Mouse,Lymph node,UBERON_0000029,Normal,Normal cell,Lymphatic endothelial cell,CL_0002138,"Lyve1, Podoplanin, Vegfr3","Lyve1, Pdpn, Flt4","114332, 14726, 14257","LYVE1, PDPN, VGFR3","Q8BHC0, Q62011, P35917",Experiment,20615255,
2542,Mouse,Lymph node,UBERON_0000029,Normal,Normal cell,Macrophage,CL_0000235,CD68,Cd68,12514,CD68,P31996,Experiment,25786585,
2543,Mouse,Lymphoid tissue,UBERON_0001744,Normal,Normal cell,B cell,CL_0000236,B220,Ptprc,19264,PTPRC,P06800,Experiment,15712182,
2544,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Inflammatory cell,CL_0009002,"CD68, F4/80","Cd68, Adgre1","12514, 13733","CD68, AGRE1","P31996, Q61549",Experiment,27800152,
2545,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Pericyte,CL_0000669,"CD146, CD73","Mcam, Nt5e","84004, 23959","MUC18, 5NTD","Q8R2Y2, Q61503",Experiment,26062877,
2546,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Pericyte,CL_0000669,"CD146, PDGFR-beta","Mcam, Pdgfrb","84004, 18596","MUC18, PGFRB","Q8R2Y2, P05622",Experiment,23517218,
2547,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Pericyte,CL_0000669,NG2,Cspg4,121021,CSPG4,Q8VHY0,Experiment,11668599,
2548,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Progenitor cell,,"Myf5, Pax7","Myf5, Pax7","17877, 18509","MYF5, PAX7","P24699, P47239",Experiment,29742392,
2549,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Mesenchymal progenitor cell,CL_0000134,PDGFR-alpha,Pdgfra,18595,PGFRA,P26618,Experiment,27582000,
2550,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Progenitor cell,,"CD34, SM-MHC","Cd34, NA","12490, NA","CD34, NA","Q64314, NA",Experiment,25268337,
2551,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Progenitor cell,,Nestin,Nes,18008,NEST,Q6P5H2,Experiment,18535751,
2552,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,27826411,
2553,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,27492168,
2554,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,27452406,
2555,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,26484239,
2556,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,25699169,
2557,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,25268108,
2558,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,25218946,
2559,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,22076929,
2560,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,21828091,
2561,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Pax7,Pax7,18509,PAX7,P47239,Experiment,20427568,
2562,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,"Caveolin-1, Integrin alpha-7, Pax7","Cav1, Itga7, Pax7","12389, 16404, 18509","CAV1, ITA7, PAX7","P49817, Q61738, P47239",Experiment,19370151,
2563,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,c-Met,Met,17295,MET,P16056,Experiment,18369646,
2564,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,Neuronal cell adhesion molecule,Nrcam,319504,NRCAM,Q810U4,Experiment,16291818,
2565,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,c-Met,Met,17295,MET,P16056,Experiment,15632017,
2566,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,c-Met,Met,17295,MET,P16056,Experiment,12703978,
2567,Mouse,Muscle,UBERON_0001630,Normal,Normal cell,Muscle satellite cell,CL_0000514,M-cadherin,Cdh15,11994,CAD15,P33146,Experiment,9398440,
2568,Mouse,Pancreas,UBERON_0001264,Normal,Normal cell,Alpha cell,CL_0000171,"Hhex, Ins1, Ins2, Nkx6-1, Pax6, Pdx1, Sst","Hhex, Ins1, Ins2, Nkx6-1, Pax6, Pdx1, Sst","15242, 16333, 16334, 18096, 18508, 18609, 20604","HHEX, INS1, INS2, NKX61, PAX6, PDX1, SMS","P43120, P01325, P01326, Q99MA9, P63015, P52946, P60041",Experiment,28973544,
2569,Mouse,Pancreatic islet,UBERON_0000006,Normal,Normal cell,Beta cell,CL_0000169,Mafa,Klrg1,50928,KLRG1,O88713,Experiment,29529600,
2570,Mouse,Pancreatic islet,UBERON_0000006,Normal,Normal cell,Beta cell,CL_0000169,Par6,Pard6a,56513,PAR6A,Q9Z101,Experiment,17202186,
